speaker_id,text,audio_path,duration,source,language,gender
808503d7-cd81-4118-9759-9e51050b7cbd,"Mo dingwageng tse di masome a mabedi tse di fetileng, Nigeria e ne e le mokwatla wa kgotlatshekelo ya lefatshe lotlhe segolobogolo mo Afrika.",/data/intron_mt/tswana/3862dafe336e953575c5f2d37a47725f_5GDaS60c.wav,15.217,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,A re ka kgona go emisa go fetoga ga tlelaemete ka go tlosa CO2 mo moyeng?,/data/intron_mt/tswana/6bbc45f6fa8de012cc7746e89f30675a_xUUNqu6z.wav,8.035,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mekong Watch e bolela gore dingwe tsa dilo tse di tshwanetseng go sirelediwa ga se dilo tsa tlholego fela mme gape ke ""boswa jo bo sa bonaleng"" jo bo ka abelanwang le go bonwa ke batho ba lefelo leo.",/data/intron_mt/tswana/1a581ee1559246aab42daec4772c9f0e_9TrhHvNh.wav,23.779,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,A ke gone ka moo go se nang sepe se se diregang mo kgannyeng eno?,/data/intron_mt/tswana/38188255330e7efee3433b7745dfef90_iRQ2Mlno.wav,10.817,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Super Blue o ne a na le mokgwa wa mofuta wa pina o o neng o bereka mo tseleng: o ne a fenya gape ka 1995 ka pina ya gagwe e e neng e lebisitswe go motshameki wa kerikete Brian Lara, e mo go yone a neng a laela bareetsi ba gagwe gore ba ""tsholetse yuh bat le mokete"".",/data/intron_mt/tswana/fc4335a488ca248851d6481d84a96001_muv1SoZO.wav,29.655,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ka bonako fela o ne a fetola kamore ya gagwe ya borobalo gore e nne ofisi e kgolo ya motho yo o ipitsang Mookamedi wa Kgwebo. Kwantle ga gore fano o ne a le Mokaedi wa gagwe wa Tsamaiso, a le ramatlotlo, a le moruni, a le motsamaisi, a le mokwaledi le morongwa wa gagwe! E ne e le tiragalo e nngwe gape e e sa tlwaelegang!",/data/intron_mt/tswana/d3cdcbbe8332a02f94a4fac005c910b7_NUO40aXw.wav,36.257,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Tirisodikgoka kgatlhanong le basadi ke selo sa mmatota.,/data/intron_mt/tswana/12feb4d10cd30a3a3f2541933deb2886_Cmq2ABvW.wav,5.617,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Pele ga a tswa mo Musiamong, Moporesitente Buhari fa a ne a araba dipotso go tswa go babegadikgang ba State House ba ba neng ba tsamaya le ene, o ne a tlhalosa ba ba tsosang kgotlhang mo Nigeria jaaka ""ba ba sa itseng go bala le go kwala le ba ba sa itseng sepe"".",/data/intron_mt/tswana/67824538ec25944aecf40ba87eb1c2c1_LdccG6cH.wav,26.222,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Kgang ya gore Jamaica e ne ya gakgamala fa go ne go gololwa diaparo tse di nang le matshwao a a botlhokwa a setlhaketlhake seno ke sekai se se tlhomologileng sa go rekisa ka tsela e e bofitlha.,/data/intron_mt/tswana/1487a2bb8a82a39b914de7f96b3eaa7d_ewGvSc3f.wav,22.375,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ne a setse a tlwaelane le lone jaanong.,/data/intron_mt/tswana/f42ef61895f0e4338d998ad569a34621_XxoJaM2l.wav,3.031,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ke akantsha gore baeteledipele ba tsa madi ba botse dipotso di le tharo mo khampaning nngwe le nngwe e ba ka ratang go tsenya madi a rona mo go yone.,/data/intron_mt/tswana/431e9c26faeb16052b001c92fd23d538_rnHmDxtE.wav,15.039,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Kamano magareng ga naga ya Lagos le Boritane e simolotse dingwaga di le dintsi tse di fetileng.,/data/intron_mt/tswana/21c76090a6815f7e680477e504f72512_Pdaqr6NQ.wav,11.19,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mme letsatsi le letsatsi, masea a le sekete - masea a le sekete a tsholwa letsatsi le letsatsi a na le HIV mo Afrika.",/data/intron_mt/tswana/5e66f21bf32d43f7a6667827a2e161c1_TdgriGxQ.wav,9.649,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ka 2016, ""Molaotlhomo wa Thibelo ya Tlhekefetso ya Thobalano mo Ditheong tsa Thuto e e Kwa Godimo"", o o fetisitsweng ke Senate ya Nigeria o ne wa laela katlholo ya dingwaga di le tlhano tsa kgolegelo mo barutising le barutisi ba ba bonweng molato wa go tlhorontsha baithuti ka tsa thobalano.",/data/intron_mt/tswana/ea1e44e9d942b187ddd03d548c7b09cc_4qh43Zef.wav,34.824,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"O ne a kopa dipuso tse di tshwanang le Lagos, Sokoto, Cross Rivers le Niger tse di nang le melelwane le dinaga tse dingwe go netefatsa gore melelwane e bewa leitlho thata gore batswakwa ba se ka ba letlelelwa go tsena mo nageng mo nakong eno.",/data/intron_mt/tswana/a7752edd204292a4b4bf0768b4ae62fe_vhXnorMH.wav,22.259,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ke kafa Mmueledi Adio a neng a lwa ka teng mme kgabagare a fenya ntwa ya semolao ya tsala ya gagwe. Mme jaanong, se se neng se setse e ne e le gore ba lebogisane; go tswa foo, fa ba iketlile, ba boeletse kgang e e neng ya felela ka phenyo eno ya bofelo.",/data/intron_mt/tswana/cd43f1a4a6555e4767a49f9daee9b6c4_BAJoEdBi.wav,27.376,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Selo sa ntlha ke gore, ga ke tle go simolola go itirela dipolokelo tsa dilo dipe - tsa gago, tsa lelapa la gago, kgotsa tsa bathapiwa ba gago - kwantle ga fa e le gore tota o dirile tiro ya gago ya sekolo.",/data/intron_mt/tswana/86fc52690ccb43177b6abc5bb7f08efc_GvdiHgIP.wav,28.088,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O tshwanetse wa bo o sa ntse o lapile! E kete puo eno e ka tswelela pele!,/data/intron_mt/tswana/8683b92f47fd255cfdb6a4d5474448aa_CgQOzKOk.wav,11.29,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Bontsi jwa tiro e re e dirang e tlhoka bokgoni jo bontsi, le boboko le maatla, bokgoni jwa botegeniki le go nna le temogo, go fufulelwa le go tlhotlhelediwa ke mafoko a ga Thomas Edison.",/data/intron_mt/tswana/04211bc6f2465a96b7f01999fe86e14d_ewh2jhS0.wav,20.417,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mo godimo ga balekane bao, re na le balekane ba le bararo ba bosetšhaba, ba ba tla abelanang ka mokgwa wa rona le go abelana ka maano a rona ka marangrang a bone, mo godimo ga go oketsa seabe sa rona ka go buelela maano.",/data/intron_mt/tswana/9bfda6fc93d1b9a442e3c31407bb8747_AU7gY8pM.wav,24.581,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Modirisi Sajid Islam Khan o ne a kwala mo Twitter gore o tlhoka madi a ga kgaitsadie yo o tshwerweng ke bolwetse jwa dengue.,/data/intron_mt/tswana/60ca4dcac5eaceaedbf516b94d24d691_rjX4xiG2.wav,16.293,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ne a ikuela mo dikhamphaning tsa poraefete gore di se ka tsa tlogela go thusa go lwantsha malwetse a a sa foleng kwa Nigeria.,/data/intron_mt/tswana/9fc094b160f3d4432455240270a111e0_5H9V92Qi.wav,10.985,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"O a itse, jaaka fa go na le mmueledi yo o molemo.",/data/intron_mt/tswana/659024153c26064f7376d8c5897f36d9_UpBtYkax.wav,7.401,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ne a tswelela ka gore batho ba le dikete di le tlhano ba tla solegelwa molemo ke madi ao kwa Abuja.,/data/intron_mt/tswana/5f8814dbf51aec8f3467d2690ce190a7_TV8m84oU.wav,10.699,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Re tshwanetse go ba botsa go sa le gale.,/data/intron_mt/tswana/765613029e543b7a45dc9e7c8fb1914f_ZCoU19ed.wav,3.577,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Le fa go ntse jalo, Mo Ibrahim o ne a se ka a ineela.",/data/intron_mt/tswana/6f472a59c5d55f0fe7ace3d045767353_auf2IKta.wav,7.088,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Photo credit Syed Noman. Se dirisitswe ka tetla.,/data/intron_mt/tswana/a7e1c752f1663175aaa2f21794e168f6_OyAL1oV0.wav,1.887,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Esuniyi o ne a buile jalo mme Mmè o ne a itse gore seo ke sone se se neng se tla direga.,/data/intron_mt/tswana/c423f86426cbb4b2733ae9f6cc78df6d_zdEXCyeV.wav,9.762,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Go nna le seabe ga lekgotla go tla tokafatsa go nna le mosola ga go ntshiwa ga madi mo bathong ba ba dirang mo meepong ya mmatota go ralala naga.,/data/intron_mt/tswana/12e6fa91d8746b39f8951bea224070ed_xWddGEjg.wav,14.981,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ne a re meletlo ga se ya boitlosobodutu fela mme gape e na le seabe se segolo mo go tlholeng ditiro le mo tlhabololong ya ikonomi.,/data/intron_mt/tswana/1649661fc876d97c4ff9883ede29a831_gb9pwUMp.wav,14.635,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,".Laesense eno e letla batho ba bangwe go anamisa, go fetola le go aga mo motsweding wa gago - tota le ka tsela ya kgwebo - fa fela ba dumela gore ke wena o o tlhodileng.",/data/intron_mt/tswana/c08158060895f61755d5dc44b8736e70_xbm2ryWG.wav,16.603,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Palogare ya nako e e dirisitsweng,/data/intron_mt/tswana/e1ea7b4f888529e6c88dde69a3ae41ff_lBHzXRjz.wav,3.029,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Go fokotsa dintsho tsa bana ka diperesente di le 47.,/data/intron_mt/tswana/1493f8ed5ef9bdae63a0e3425a38aa58_wHxyf5GB.wav,7.852,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ne a bolelela Global Voices jaana:,/data/intron_mt/tswana/3496dca47f0687813bd8443b79202755_l27pb76f.wav,3.323,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Le fa go ntse jalo, babogedi ba ne ba gakgamala fa, dingwaga di le 16 morago ga gore a tlhagelele la bofelo mo motshamekong wa ditšhabatšhaba, motlhasedi yono a ne a etelela setlhopha sa bosetšhaba pele go tla go tshameka a apere sone.",/data/intron_mt/tswana/71245970fd7301cd8572a2807e14743b_ndlOlvKA.wav,20.434,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Morago ga moo rakgwebo mongwe yo o bidiwang Mo Ibrahim o ne a swetsa ka gore o tla tlhoma khampani ya ditlhaeletsano mo kontinenteng eo.,/data/intron_mt/tswana/87f2ea9a8bd2283151125a8587ffc2c7_XF1umBXX.wav,13.446,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Mo lefatsheng lotlhe,/data/intron_mt/tswana/ebb2d4728700897110a1423c6f8309b2_a6nTHfwk.wav,1.249,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Polelo eno e ne ya tlhagelela gape mo metsweding ya dikgang:,/data/intron_mt/tswana/19ad2a141fce94ff20f2d2bb1e942359_O4LCjb4m.wav,6.141,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Gone jaanong go dirwa phetiso,/data/intron_mt/tswana/ae6f3c9931b580d9bde30d69e5d6a586_cfmmA1Wl.wav,2.252,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ronaldo o ne a solofetsa gore o tla dira gore Juventus e se ka ya tlhola e atlega kwa Yuropa.,/data/intron_mt/tswana/2a5679b2abc2ffa04a4b9057eecf3b08_kBKv0U7z.wav,9.327,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ba ne ba atlholelwa dingwaga di le tharo mo kgolegelong le dingwaga di le nnè go ya go di le tlhano ba sa atlholelwe sepe.,/data/intron_mt/tswana/89bff7aaa52a2786f36a27f19b0a5dda_iYUPLyVU.wav,10.396,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Mme dipego tse di tswang kwa mafelong a a farologaneng di senola ditsela tse puso e ileng ya gana le go gatelela boammaaruri jwa COVID-19.,/data/intron_mt/tswana/b9352e2fd94c023b483663f65ccd68bf_EmvQXdqL.wav,10.777,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Mmolai yo mongwe o ne a nna kwa lefelong la tlolomolao morago ga go bolaya; yo mongwe o ne a dirisa karata ya gagwe ya ID go hira kamore ya hotele go fitlha setopo.,/data/intron_mt/tswana/081372215ef63d22cf546d19ec5ba8d0_o8MdiCPm.wav,19.661,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Moragonyana, mo kgatong e nngwe, e leng ya boraro, ba ne ba tla tsalana le banna le basadi ba selefatshe ba ba neng ba tla batla go ba tshwenya, ba ba neng ba se kitla ba ba letla go itumelela kgololesego e ba sa tswang go e bona.",/data/intron_mt/tswana/397098dc5766a34ec11fa75162a3ce0d_CrKA8Z90.wav,25.679,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ke ne ka simolola go rata maatla a letsatsi fa ke ne ke kopana le thekenoloji eno e e bidiwang disele tsa letsatsi tse di nang le mmala, disele tsa letsatsi tse di nang le mmala, mme di theilwe mo fotosenteseng ya dimela.",/data/intron_mt/tswana/1c245d1ebaee71dfc1faf3be57a76aff_T9rNnWdm.wav,21.057,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ela Tlhoko Ditaelo Tse di Romelwang ka E-mail,/data/intron_mt/tswana/3f5587317b2552eb2efa4e1fd7a45d5e_6bJevjmp.wav,3.027,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Malome Boris ga a ka a romela e-mail eo, mme mongwe yo o itseng gore o na le Malome Boris (le gore o na le bana) o ne a e romela.",/data/intron_mt/tswana/bc9511d005083ff27f53fd11eb84c613_K4IZ6KKo.wav,14.125,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Moporesitente Buhari o dumedisa Mmusisi wa Kaduna ka dingwaga di le 60,/data/intron_mt/tswana/2aa249989585d855d537b836a7adfdd4_qScCCpiy.wav,8.005,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"O ne a simolotse go tshega ka tsela eo gape, a le nosi, mme lentswe la gagwe le ne le utlwala le tshwenya baagisani.",/data/intron_mt/tswana/bc59de9ca7561c0db6af726ac537d290_8uTxO3Ee.wav,9.421,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ka sekai, ba ka tswa ba na le leina la gago le aterese ya gago ya e-mail mo direkotong tsa bone.",/data/intron_mt/tswana/7656c0c697bdce3ab1d2f188aebeb69d_BC93dMNU.wav,9.013,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Fa a bua le BBC, Joenia a re selo se a se tsayang se le botlhokwa thata mo Khonkereseng e tla nna go lekanyetsa melelwane ya mafatshe a Baaborijene:",/data/intron_mt/tswana/4a4eb8d71d8f59187b5c014893d11fde_PkmnMZbS.wav,16.915,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Alaa o ne a tshwarwa mme a tsewa mo legaeng la lelapa la gagwe ka Ngwanatsele 2013.,/data/intron_mt/tswana/f9926d92529cf335ac9d7b16a540cb1f_rITufkb2.wav,11.661,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ngwaga le ngwaga, balaodi ba kwa China ba gagamatsa dithibelo tse ba di beelang batho ba ba ganetsang puso ka go ba tsenya mo kgolegelong kgotsa go ba tsenya mo kgolegelong.",/data/intron_mt/tswana/f6b075f3d855ca5c64415e1d56268093_XwSOkgcU.wav,16.48,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,A bo a ne a tlhoile leina leo le motho yo o neng a le bidiwa ka lone jang ne.,/data/intron_mt/tswana/15bba9baa895470fe2d023dd0d7b0b61_dv0uJDuE.wav,5.051,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ka jalo go bonala go tswala maemafofane go sa thuse sepe.,/data/intron_mt/tswana/f8c9ff91b6bf072be21e3b6d47aa2bfe_R220eeZO.wav,5.243,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Re ne re tle re tlotle ka dibuka tsa Seafrika, dipolotiki, leano la ikonomi.",/data/intron_mt/tswana/abcfe9d9e4c4c9d0c7c7f5516f435fd3_Y9we7bsT.wav,9.088,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Matlho a gagwe a ne a gelela dikeledi fa a ne a lemoga seabe se mogwagadiagwe a neng a na le sone mo kgannyeng eno yotlhe.,/data/intron_mt/tswana/571257498894b335451daf7d0b6ac6ce_XVKSWgxO.wav,12.976,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ke ntlhopheng wa Young Progressive Party.,/data/intron_mt/tswana/ae9edc83d83b797aae13ba9d35e28917_2cdv5uE4.wav,4.657,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Go tswa foo o ne a leba monna wa gagwe gape. Labake o ne a oba tlhogo. O ne a utlwa gape tshego eo e e sa tlwaelegang ya 'ha ha ha ha', o ne a utlwa gape mantswe a a sotlang a baagisani, o ne a bona gape kafa mokgweetsi wa karaki ya mmè a neng a supa ka gone gore o retolosa tlhogo ya gagwe.",/data/intron_mt/tswana/bfc2d706fe000691931e201711100a35_kDTv648W.wav,34.271,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Gape e ne e le nako ya gore molomo wa gagwe o bulege gore a tshege ka modumo o o sa tlwaelegang:,/data/intron_mt/tswana/149d4a103d5ec9f87b818b8f81810ae5_YRuKVWDc.wav,5.749,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Se se simolotseng e le go fopholetsa fela se fetogile go nna tlhobaelo e kgolo fa letsatsi la ditlhopho le ntse le atamela. Yomi Kamez wa Quartz Africa o tlhalosa jaana:,/data/intron_mt/tswana/885e89fe21a3851b4d96f2d30acff876_4OorphqT.wav,19.274,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mo masomeng a le manè a dingwaga a a fetileng, ke ne ka kopa balaodi gore ba boloke dikago tsa hisitori tse di jaaka Bara Katra le Choto Katra.",/data/intron_mt/tswana/b6cc4a82e84695102682cc41839ec1a1_b1iLrZaP.wav,16.073,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Diposo tse di botsolotsa puo ya letlhoo mo inthaneteng e e tlhotlhelediwang ke boitshupo kgotsa kgethololo e e theilweng mo puong kgotsa kwa motho a tswang teng, tshedimosetso e e fosagetseng le go kgerisiwa (segolobogolo kgatlhanong le basadi ba ba dirang ka natla le babegadikgang) tse di anameng mo mafelong a dijithale mo dinageng di le supa tsa Aforika: Algeria, Cameroon, Ethiopia, Nigeria, Sudan, Tunisia le Uganda.",/data/intron_mt/tswana/e9bd061a85d54152e7d2787f04ab7cf4_eZDQaNAQ.wav,52.903,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mmolai yono e ne e le mojanala yo o neng a tshotse lokwalo lwa mosepele lwa Canada, yo o neng a tlhaba mong wa lebenkele ka thipa fa a sena go mmotsolotsa ka go bo a tsere dilo mo lebenkeleng a sa duela.",/data/intron_mt/tswana/550ac9d8f80d1ee7d7ffed0d102b262b_pWXRS4kg.wav,24.051,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ke na le setlhopha sa badirimmogo le nna ba basha, ba ba nang le bokgoni, ba ba nang le kitso e bile ba rata naga ya bone, ba boineelo jwa bone bo fetang se ba se tlhokang, ba ba tswelelang ba bereka malatsi a le supa ka beke, ba sa iphe nako epe ya letsatsi.",/data/intron_mt/tswana/ba42a6d73f7a52b5219fa2453b94531c_H2jcZ18m.wav,23.325,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,E bile go ka se thuse sepe go tlisa ditanka le dibetsa tsa ntwa ka gonne disele tsa T le tsone ga di kgone go di lemoga.,/data/intron_mt/tswana/aae83fa76ee463e167bb444e02debd84_2f0FTNC5.wav,10.416,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ka 2015, kwa porofenseng ya Quebec, dikgotlatshekelo di ne tsa swetsa ka gore ruri madirelo a motsoko a ikarabelela ka ditshenyegelo tseo tsa kalafi, mme tsa ba laela gore ba duele diranta di le dimilione di le dikete di le 15.",/data/intron_mt/tswana/61765d5ef067a9ab2097fc92d6b53b61_IpBuwuij.wav,35.687,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,A o ne a tla nna le maatla a go tlhasela Labake?,/data/intron_mt/tswana/e99105e5749ee0cd5658749112a8e15c_5EBG2NWC.wav,5.911,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,A o ne a tla nna le maatla a go tlhasela Labake?,/data/intron_mt/tswana/e99105e5749ee0cd5658749112a8e15c_5EBG2NWC.wav,5.911,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mongwe wa maloko a Articulation, Carolina de Moura, yo le ene e leng motshwaramatlotlo wa Vale, o ne a bolelela O Globo jaana:",/data/intron_mt/tswana/e64f38bcbe3be871ee958e4d2dbff960_byLJOZ6J.wav,17.091,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Go keteka seno, babegadikgang go ralala Nigeria ba ne ba dirisa Twitter go supa lorato lwa bone mo radiong:",/data/intron_mt/tswana/049cb00de834f519af5f034c93f823da_zHMRT4Mw.wav,11.05,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O kopa batsayakarolo botlhe go tshegetsa tsweletso ya thekenoloji ya gagwe ya puo e e tla tlholang ngwao ya go kwala ya Bophirima le go naya Ba-Yorùbá boitshupo jwa bone jo bo ba tshwanetseng malebana le tlhabololo ya puo.,/data/intron_mt/tswana/080afd4d992a6ee7be91fd9dfc3b7edb_AO7dkYdG.wav,28.225,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mokomišenara wa sepodisi mo kgaolong ya Oyo, Shina Olukolu o ne a itsise setšhaba gore ga ba kitla ba itshwarela ope go tlola molao wa go tswala mo kgaolong ya Oyo.",/data/intron_mt/tswana/31ba7560fcb117a6eef9d27cf6eb6f60_CFteDXCW.wav,19.703,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ga go na sepe se se tshwanetseng go dirwa gone jaanong.,/data/intron_mt/tswana/11148a0e2f861771260a77cbe40edbbb_GCcEEOiC.wav,6.135,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,se se dirang gore seno se hutsafatse le go feta ke go bona mogoloo a swa.,/data/intron_mt/tswana/027658e032912e8bf62c4dd829679502_caP8SnuO.wav,13.001,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Mo lekgolong la ntlha la dingwaga la fa United States e ne e le setšhaba se se ikemetseng ka nosi, e ne ya dira go le gonnye fela go thibela go fudugela ga batho kwa dinageng tse dingwe",/data/intron_mt/tswana/e97911cd40e2d6b25f7d71470a205394_gnkhhiq1.wav,17.495,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Setlhopha sa Madrid se tla tshwanelwa ke go ntsha madi a a kana ka dimilione di le tlhano tsa di-euro gore se kgone go saena Omeruo wa dingwaga di le 25 gore a tle a nne mo setlhopheng sa bone ka bosakhutleng mo selemong seno.,/data/intron_mt/tswana/74eb29a6b2c2ac91451f0f47439050ee_7NUTtsXi.wav,23.667,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Mme go latela dikgang dingwe tse di kgothatsang.,/data/intron_mt/tswana/6aa68b88b651016ac0f70208ca18493c_qHkCs99u.wav,3.945,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Mme go latela dikgang dingwe tse di kgothatsang.,/data/intron_mt/tswana/6aa68b88b651016ac0f70208ca18493c_qHkCs99u.wav,3.945,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Ke eng fa go dirwa pheretlhego e kana kana ka sopo ya egusi?,/data/intron_mt/tswana/24423c21b9ccb4e9ea4f9167b5174c18_29UiIc3s.wav,6.057,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,O ka bala karolo ya bobedi fano.,/data/intron_mt/tswana/ec13b97f53720193e6aac95ff59dc188_sL1yL2nK.wav,1.991,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Moporesitente Muhammadu Buhari o tlhalositse moswi yo o kileng a nna Moporesitente wa Kenya, Daniel Arap Moi jaaka mogale wa bosetšhaba yo o neng a dira ka bojotlhe go tlhabolola naga ya gagwe.",/data/intron_mt/tswana/02ab13a49408eaee8f6e05f84f033ee3_ODbY9RN8.wav,21.029,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Jaanong, fa a ne a bolelela badirimmogo le ene ka mogopolo wa gagwe, ba ne ba mo tshega fela.",/data/intron_mt/tswana/aa232d777637b06fed8caf5ecbcd57bb_A8y85pph.wav,10.249,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Eleruri, fa go ka nna le leroborobo leno go tla nna le Katrina e le mmalwa ka nako e le nngwe.",/data/intron_mt/tswana/05ca40bfe898f54152a5c5acb1a328a4_TVUghP5H.wav,10.449,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Le fa go ntse jalo, Bankole, yo gape e leng Motlatsa Mokhomishenara wa Sepodisi, o ne a ikuela mo Ba-Nigeria ba ba nnang kwa China gore ba tle go kgothatsa batho ba bone.",/data/intron_mt/tswana/d5c835bdd742d42bddeb11cd7f50fe81_Hu1g5wCQ.wav,19.122,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,Tunisia e mo maemong a bo 22 mo lefatsheng mme Senegal e mo maemong a bo 25.,/data/intron_mt/tswana/79bd0bbf04d6d8824157a08a54585c85_YsiRet8p.wav,11.197,intron-MT,tswana,Male
808503d7-cd81-4118-9759-9e51050b7cbd,"Ka Phukwi 2019, fa go ne go na le lepodisi, Abbo o ne a tlhasela mosadi mongwe yo o berekang mo lebenkeleng le le rekisang ditshamekisi tsa batho ba ba godileng kwa Abuja.",/data/intron_mt/tswana/3fb5264ba11931679d3d0eba6c5397fd_lTq6s0RO.wav,20.322,intron-MT,tswana,Male
