sample_id,question,rationale,answer,A,B,C,D,E,outputs,preds,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,ROUGE-1,ROUGE-2,ROUGE-L,correct
1d7f0b3a2fd8677eb495987ed2d775237c0d50f9a779a2a2592cd47c605d08db,"What is the most common cause of acute respiratory distress syndrome (ARDS) in African children?
",Malaria is a leading cause of ARDS in African children due to its high prevalence and potential for severe respiratory complications.,A,Malaria,Tuberculosis,Pneumonia,HIV/AIDS,Sickle cell disease,"C. Pneumonia

Rationale: Pneumonia is the most common cause of ARDS in children worldwide, including those in Africa. It leads to inflammation and fluid accumulation in the lungs, which can result in respiratory distress.",C,0.8794415,0.9078845,0.8934367,0.35999999512800007,0.1132075424706303,0.35999999512800007,False
059a856022afaeb4e4d35d35f1a949d295b0f4ae45421c49e67ecc4b9b9a0040,A 53-year-old man after recovering from a myocardial infarction isadvised by his physician to take one “baby” aspirin every day to reduce thechance of his developing a second myocardial infarction. The theorybehind this advice is that aspirin decreases the formation of thrombiwithin the coronary arteries by inhibiting the platelet formation of whichsubstance?,"The contrasting actionsof the arachidonic acid metabolites prostacyclin and thromboxane produce afine-tuned balance for the regulation of clotting. Thromboxane, a product ofthe cyclooxygenase pathway of arachidonic acid metabolism, is synthesizedin platelets and is a powerful platelet aggregator and vasoconstrictor. Theprostaglandin prostacyclin, also a product of the cyclooxygenase pathwaybut produced by endothelial cells, inhibits platelet aggregation and causesvasodilation. Aspirin is a cyclooxygenase inhibitor that blocks the synthesisof both thromboxane and prostacyclin. The inhibition of prostacyclin production within endothelial cells, however, can be somewhat overcome, butnot the production of thromboxane within platelets. That is, aspirin wil selectively inhibit the production of thromboxane more than prostacyclin,which is the reason why it can be used to prevent thrombosis in patients withcoronary artery disease.In addition to producing prostacyclin, endothelial cells produce othersubstances with anticoagulant activities, such as thrombomodulin and plasminogen activator. Endothelial cells, however, produce both procoagulantand anticoagulant substances. Examples of procoagulant substances produced by endothelial cells include tissue factor (thromboplastin), which canactivate the extrinsic coagulation cascade, von Willebrand factor, and plateletactivating factor, both of which stimulate platelet aggregation. Finally fibrinogen, which is cleaved by thrombin to form fibrin, is produced by the liver andnot endothelial cells or platelets.",E,Fibrinogen,Prostacyclin,Thrombomodulin,Thromboplastin,Thromboxane,"E. Thromboxane

Rationale: Aspirin exerts its antiplatelet effect by irreversibly inhibiting the enzyme cyclooxygenase, which in turn reduces the synthesis of thromboxane A2, a substance that promotes platelet aggregation and vasoconstriction. This action helps to prevent the formation of blood clots within the coronary arteries.",E,0.870278,0.80350065,0.8355572,0.1874999961882813,0.03587443629431547,0.14999999618828133,True
93223905f8ce304cd38e6e8ed4d2b6132dfbab7576d62d71586437689dc12043,What is the histological difference between avascular necrosis of the femoral head in children versus adults?Select one:,"The histological difference between avascular necrosis of the femoral head in children versus adults is:e. Children have less creeping substitution than adults.Avascular necrosis (AVN) of the femoral head is a condition that occurs when the blood supply to the femoral head is disrupted, leading to bone death and collapse. The histological features of AVN can differ between children and adults due to differences in bone remodeling and repair processes.Children have a more active bone remodeling process compared to adults, which means that they have a greater capacity for repair and regeneration. In children with AVN, there is typically more creeping substitution (the process of new bone formation replacing necrotic bone) compared to adults. However, despite this increased capacity for repair, children may still experience osseous collapse and residual changes after 2 years.Therefore, the correct answer to the question is:e. Children have less creeping substitution than adults.",E,Large areas of fibrovascular tissue do not form in children.,There is no osteoclastic resorption in children.,Children do not have any residual changes after 2 years.,Children do not demonstrate osseous collapse.,Children have less creeping substitution than adults.,"E. Children have less creeping substitution than adults.

Rationale: Avascular necrosis (AVN) of the femoral head in children often presents differently than in adults. One of the key histological differences is that children tend to have less creeping substitution, which is a process where cancellous bone replaces the necrotic bone in adults. This is because children's bones are still growing and have a higher capacity for repair and remodeling.",E,0.90533364,0.8898271,0.8975134,0.46043165003053677,0.19895287512513374,0.38848920398737136,True
1951055d916c04e48bc7f27b68794bb9563b627446cf48e6278bc4ffddc7373d,"What is the first-line pharmacological treatment for uncomplicated type 2 diabetes mellitus?
a) Explanation:
","The correct answer is a) Metformin. Metformin is recommended as first-line pharmacological therapy for uncomplicated type 2 diabetes mellitus, along with lifestyle modifications.",A,Metformin,Insulin,Sulfonylureas,Thiazolidinediones,Dipeptidyl peptidase-4 (DPP-4) inhibitors,"A. Metformin

Rationale: Metformin is recommended as the first-line pharmacological treatment for type 2 diabetes mellitus because it effectively lowers blood glucose levels, has a favorable risk profile, and has been shown to have cardiovascular benefits.",A,0.8873918,0.9059122,0.89655644,0.36363635891570256,0.2105263110495538,0.36363635891570256,True
f1564623a5a0d33b20a3e68f7e007451a80f2a67f33ea05baa645282a758300b,"A 6-year-old child in an African country presents with nasal congestion, sneezing, and itchy eyes during the spring season. Physical examination reveals allergic shiners and a nasal crease. Which of the following is the most likely diagnosis?","The presentation of nasal symptoms during a specific season, along with allergic shiners and a nasal crease (from repeated rubbing), is consistent with allergic rhinitis.",A,Allergic rhinitis,Sinusitis,Common cold,Asthma,Bronchiolitis,"A. Allergic rhinitis

Rationale: The symptoms of nasal congestion, sneezing, and itchy eyes, along with the presence of allergic shiners and a nasal crease, are characteristic of allergic rhinitis, especially given the seasonal pattern and the fact that these symptoms are common in children during the spring when pollen counts are high.",A,0.87956715,0.9175816,0.8981724,0.3934426184359043,0.16438355732782897,0.2950819626981994,True
0389f663a98b787d3996ad0ae27c2044e9a295b412e296e98289a795ef680233,"A 45-year-old man was just started on therapy for hypertension and developed a persistent, dry cough. Which is most likely responsible for this side effect?","The cough is most likely an adverse effect of the ACE inhibitor enalapril. Losartan is an ARB that has the same beneficial effects as an ACE inhibitor but is less likely to produce a cough. Nifedipine, prazosin, and propranolol do not cause this side effect.",A,Enalapril,Losartan,Nifedipine,Prazosin,Propranolol,"A. Enalapril

Rationale: Enalapril is an angiotensin-converting enzyme (ACE) inhibitor, which is known to cause a persistent, dry cough as a side effect due to the accumulation of bradykinin in the respiratory tract.",A,0.83709174,0.8450642,0.8410591,0.3492063442680777,0.05333332844088934,0.31746031252204593,True
8299955eb068515b1a0b03dad18727f5118ef159d3b2fe9f52613257077c57cd,Which of the following is a common cause of pediatric poisoning in rural areas of Africa?,Organophosphate insecticides are commonly used in agriculture in rural areas of Africa and are a frequent cause of pediatric poisoning due to accidental ingestion or exposure.,C,Paracetamol (acetaminophen),Benzodiazepines,Organophosphate insecticides,Organophosphate insecticides,Iron supplements,"C. Organophosphate insecticides

Rationale: In rural areas of Africa, the use of organophosphate insecticides is common for agricultural purposes. Children in these areas are at a higher risk of accidental poisoning due to the accessibility and improper storage of these chemicals.",C,0.8877003,0.9149816,0.9011345,0.45614034606340415,0.1538461491124262,0.385964907466913,True
adaffbf0d43013dbff46493e11f936c54538d90d042b4ed47da0a3afb892eeba,A 55-year-old patient presents with palpitationsand lightheadedness. Their ECG shows an irregularly irregular rhythm with a rate of 150bpm. The QRS complex is narrow and the P wavesare not visible. What is the most likely diagnosis?,"The patient's presentationof palpitations and lightheadedness along with their ECG findings of an irregularly irregular rhythm with a rate of 150bpm, narrow QRS complex and the absence of visible waves are consistent with atrial fibrillation. The absence of visible P waves is a characteristic of atrial fibrillation. The QRS complex being narrow alsosupports this diagnosis.",D,Atrial tachycardia,Atrial flutter,Ventricular tachycardia,Atrial fibrillation,Supraventricular tachycardia,"D. Atrial fibrillation

Rationale: The description of an irregularly irregular rhythm and absence of visible P waves, along with a narrow QRS complex, is characteristic of atrial fibrillation, which is the most common type of serious arrhythmia.",D,0.89226717,0.8820974,0.88715315,0.571428566444898,0.28235293629342567,0.42857142358775513,True
82f1ecee59ba717ccf2a9c25d743e6c01f4c569a8ed02e3ea80568346b6d1835,An asthma patient was given a nonselective β agonist to relieve bronchoconstriction. Which of the following adverse effects would you expect to see in this patient,"A nonselective β agonist activates both β1 as well as β2 receptors. β1 activation causes an increase in heart rate (tachycardia), contractility, and subsequent increase in blood pressure. It relieves bronchoconstriction because of the β2 receptor activation.",B,Bradycardia,Tachycardia,Hypotension (reduction in blood pressure),Worsening bronchoconstriction,paralysis,"B. Tachycardia

Rationale: Nonselective β agonists stimulate both β1 and β2 receptors. Stimulation of β2 receptors leads to bronchodilation, which is the desired effect for an asthma patient. However, stimulation of β1 receptors in the heart can cause an increase in heart rate, leading to tachycardia. The other options are not typical effects of nonselective β agonists.",B,0.8872091,0.9050951,0.89606285,0.34666666181688893,0.13483145590203274,0.34666666181688893,True
32b766576a9947b84e2656d0170f935fb95e8da43b4d57bdf597b2c0cfb425f5,A 38-year-old African American woman presents with heavy menses and an enlarged uterus. After an examination the clinical diagnosis is leiomyoma of the uterus. Which of the following best describes this finding?,"Leiomyomas are common benign neoplasms of uterine smooth muscle. They are usually discrete, very firm, smooth masses that are tan in color. They are found most commonly attached to the uterus, though they can occur at other sites. They are also called fibroids, fibromyoma, myomas, and other colloquial terms. They are not premalignant and are rarely tender or inflamed. Most patients who have them are asymptomatic.",D,"(A)	a soft, interdigitating mass of the uterine wall",(B)	a premalignant papule of the uterine wall,(C)	a rapidly dividing necrotic malignancy,"(D)	a rounded, smooth, firm, well-circumscribed mass","(E)	erythematous, tender, and hereditary","D

Rationale: Leiomyomas, also known as uterine fibroids, are benign smooth muscle tumors of the uterus. They are typically described as being rounded, smooth, firm, and well-circumscribed, which corresponds to option D.",D,0.87321734,0.8602809,0.8667008,0.31707316616002384,0.04301074824372805,0.2682926783551458,True
3fefda28c37efc638bad83e3d1fed6d69dd80a7d13aad8709c5923ba19c8cf95,A patient with a previous history of liver disease is diagnosed with a bile duct obstruction. Which procedure will be prescribed for this patient?﻿﻿,"Given the diagnosis of bile duct obstruction in a patient with a history of liver disease, the appropriate procedure to address this condition would be laparoscopic cholecystectomy. This will prevent the formation of further bilestones, while causing minimal damage to tissues as would be the case in open cholecystectomy",D,Chemical dissolution of the gallstone,Lithotripsy,Open cholecystectomy,Laparoscopic cholecystectomy,N/A,"D. Laparoscopic cholecystectomy

Rationale: A patient with a history of liver disease and bile duct obstruction is most likely to undergo a cholecystectomy to remove the gallbladder and relieve the obstruction. Laparoscopic cholecystectomy is the preferred method due to its minimally invasive nature, which is safer for patients with liver disease.",D,0.8939483,0.88512635,0.88951546,0.3243243193279767,0.14736841605318576,0.24324323824689564,True
ef8c71d8830d664185c59d2e1a04e6a95dcbb18cc16ec0e67a2e8171df3619c8,"A 33-year-old obese woman complains of tiredness. She has recently given birth to a healthy baby boy and is enjoying being a mother. However, she is becoming more reliant on her partner for support as she always feels exhausted and often becomes depressed. The patient has a poor appetite and often does not finish her meals, despite this she has gained 5 kg in the last 2 weeks. The most likely diagnosis is:","Hypothyroidism (D) is a common disease with a higher prevalence in females and is usually a primary disorder affecting the thyroid gland itself. Thyroid hormones control the metabolic rate in many tissues, underactivity produces symptoms which are often insidious. These include tiredness, depression, cold intolerance, constipation and weight gain. The main causes include iodine deficiency, autoimmune pathology such as Hashimoto’s thyroiditis and, in females who have recently given birth, postpartum thyroiditis. Hyperthryoidism (C) results in an excess of thyroid hormones which inappropriately increases metabolic rate with symptoms such as weight loss, increased sweating, restlessness and palpitations. A goitre can occur in both hypo- and hyperthyroidism. Postpartum depression (A) is often accompanied by confusion and is characterized by low mood, anhedonia and anergia. Severely affected patients can have delusional thoughts about their newborn child, such as it being evil, and even progress to thoughts of harming the child or suicidal ideation. Eating disorders (B), such as bulimia or anorexia nervosa, often result in drastic changes in body weight resulting from psychological problems with self-image and include behaviours such as self-induced vomiting to avoid weight gain or binge eating. Most malignancies (E) result in considerable weight loss though this is dependent on the type of cancer and often symptoms provide clues as to the location, e.g. neurological problems.",D,Postpartum depression,Eating disorder,Hyperthyroidism,Hypothyroidism,Occult malignancy,"D. Hypothyroidism

Rationale: The symptoms of fatigue, weight gain, poor appetite, and depression, particularly postpartum, are classic signs of hypothyroidism. While postpartum depression could also present with depression and fatigue, the rapid weight gain and significant change in eating habits are more indicative of a thyroid issue.",D,0.8691176,0.8171246,0.8423195,0.1798941766187957,0.007905135364715456,0.15873015545477456,True
e33e5f8c0be9d4f24ec73503b9b5184b4848ca299d4b85f1dd2ba646e68277be,"An 11-year-old male is brought in with complaints of lower urinary tract symptoms including incomplete bladder emptying and dysuria. He reports retained urine within his foreskin and a weak stream. He saw a urologist six weeks ago who recommended betamethasone cream, which he has used every day since without improvement. On physical exam, the foreskin is so tight that the meatus cannot be identified. Which of the following is the next best step in the management of this patient?","The patient has persistent symptoms with topical corticosteroid treatment.

With the inability to see meatus, the patient needs circumcision to prevent ongoing symptoms.

A different topical corticosteroid will more than likely lead to similar results. The corticosteroids may help keep symptoms at bay, but his care needs to be escalated.

Sitz baths have no role in curing a tight phimosis but may help if infected.",A,Circumcision,Tropical triamcinolone for six more weeks,Continue topical betamethasone for six more weeks,Dorsal slit,None,"A. Circumcision

Rationale: The patient's symptoms and physical exam findings are suggestive of phimosis, which is a condition where the foreskin cannot be fully retracted over the glans penis. The lack of improvement with topical corticosteroids indicates that this conservative treatment is not effective. Circumcision is the definitive treatment for phimosis and would address the patient's symptoms by removing the foreskin.",A,0.86374176,0.8682237,0.8659769,0.22448979092669732,0.016666661672223717,0.22448979092669732,True
041438239ce44a49babe33fc64818e245d7abaef65746f82b35289a981927b84,Which of the following are correct definitions of terms commonly used in health care?,A and D are correct Secondary prevention aims to arrest disease through early detection and treatment.Primary prevention seeks to prevent the initial occurrence of a disease or disorder and sotargets healthy individuals.,D,The prevalence of a disease is the number of cases in a given population at a specific time point,The incidence of a disease is the number of cases in a given population at a specific time point,The prevalence of a disease is the number of new cases in a given population appearing over a specific period of time,The incidence of a disease is the number of new cases in a given population appearing over a specific period of time,Primary prevention aims to arrest disease through early detection and treatment,"D. The incidence of a disease is the number of new cases in a given population appearing over a specific period of time

Rationale: Incidence refers to the number of new cases of a disease that develop in a population during a specific time period. Option A is incorrect because prevalence refers to the total number of cases, both new and existing, at a particular point in time. Option B is incorrect for the same reason as A. Option C is incorrect because it confuses prevalence with incidence. Option E is incorrect because primary prevention aims to prevent disease before it occurs, not through early detection and treatment, which is more aligned with secondary prevention.",D,0.82252866,0.8686571,0.8449638,0.30434782185255205,0.12307691936568059,0.30434782185255205,True
68a5cf8a32591e1bfc7c980dbed4d7ad7f5a6b793a97e98f8096c4d5f889e6dd,Which of the following is a common etiological agent of schistosomiasis in African freshwater bodies?,"Schistosoma haematobium is a common cause of urinary schistosomiasis in Africa, transmitted through freshwater snails.",A,Schistosoma haematobium,Schistosoma mansoni,Schistosoma japonicum,Schistosoma intercalatum,Schistosoma mekongi,"B. Schistosoma mansoni

Rationale: Schistosoma mansoni is one of the main species responsible for causing schistosomiasis in Africa, particularly in freshwater bodies where the intermediate snail hosts are found.",B,0.87349963,0.8956742,0.88444793,0.34999999531250003,0.09756097111243328,0.34999999531250003,False
0b43a81fbc9a0df7d2b9fdced1e76eff3def7b6069c2ca62b69abd4cb1860e6a,"You are a fourth year medical student sitting in a spirometry clinic. You take a brief history from the patient, a 44 year old female, before they have spirometry. You find out they have been having problems with their breathing for the last month or so. She previously smoked 30 a day for 'quite a few years', and has not had any exposure to any industrial chemicals or asbestos. They have never had any problems with their breathing in the past. In terms of past medical history, she has previously had severe joint pains, worse in her hands. However she has been on treatment for the last 6 months and this is now much improved. Her spirometry results are as follows: FEV1: 2.0 (Normal for age and height 2.79) FVC: 2.8 (Normal for age and height 3.25) What is the most likely pathology causing these results, taking into account the clinical history?","These spirometry results demonstrate a restrictive picture. This means it can't be E, D, or C (all of which are obstructive conditions). There is a reduced FEV1 and FVC. An obstructive picture would have simply a reduced FVC, with FEV1 staying much like normal . If you work out the FEV1:FVC ratio you will find that the ratio is not reduced as it would be in an obstructive picture. The patient has told you she has recently started on treatment for swollen painful joints, particularly in her hand. Taking into account her age it is likely she has rheumatoid arthritis. If this is the case the medication she talks about is likely methotrexate, which is a cause of pulmonary fibrosis. Therefore the answer is B.",B,Tuberculosis,Pulmonary fibrosis,COPD,Asthma,Bronchiectasis,"D. Asthma

Rationale: The patient's history of smoking and the spirometry results showing a reduced FEV1/FVC ratio are suggestive of an obstructive lung disease. Given the absence of occupational exposures and the acute onset of symptoms, COPD is less likely in a patient of this age without a long history of smoking. Pulmonary fibrosis typically presents with a restrictive pattern, not an obstructive one. Tuberculosis and bronchiectasis could present with similar symptoms but are less likely given the patient's history and lack of other suggestive symptoms. Asthma is a common cause of reversible obstructive lung disease and can present with a history of smoking, even if it was in the past, and can have an acute onset.",D,0.84289646,0.84536386,0.8441284,0.31847133263824096,0.05429863755697104,0.25477706512231735,False
18d7d72f4b680218f8ab199d48c2ca337672b560b13f599814bb0e11088672b4,"Common sequela after cancer chemotherapy is myelosuppression, which is characterized by:","Reference: Peterson Management of pt undergoing radiotherapy and chemotherapy

Myelosuppression, sometimes called bone marrow suppression, is a common side effect of chemotherapy that is characterized by a decrease in blood cell production.",A,Anemia& thrombocytopenia,Thrombocytosis,Leukocytosis,Lymphocytosis,Purpura,"A. Anemia and thrombocytopenia

Rationale: Myelosuppression is a decrease in the production of blood cells, which can lead to anemia (due to a reduction in red blood cells) and thrombocytopenia (due to a reduction in platelets).",A,0.8513201,0.86879945,0.859971,0.3018867874688502,0.0983606507390489,0.22641508935564264,True
bf67caf1b783f27ffd3b760595bc84852837b62d3992b02cc42af496575f64c2,"Which of the following conditions, prevalent in Africa, is characterized by recurrent episodes of painful vaso-occlusive crises, anemia, jaundice, and organ damage, and is caused by a genetic mutation affecting hemoglobin production?","Sickle cell disease is a genetic disorder characterized by the presence of abnormal hemoglobin (hemoglobin S), leading to the formation of sickle-shaped red blood cells. These cells can cause vaso-occlusive crises, resulting in pain, anemia, jaundice, and organ damage. Sickle cell disease is prevalent in Africa, particularly in regions where malaria is endemic, as the sickle cell trait provides some protection against severe malaria. Thalassemia is another genetic disorder affecting hemoglobin production but does not cause sickle-shaped red blood cells. Hemophilia and Von Willebrand disease are bleeding disorders caused by deficiencies in clotting factors. Polycythemia vera is a disorder characterized by an abnormal increase in red blood cell production.",A,Sickle cell disease,Thalassemia,Hemophilia,Von Willebrand disease,Polycythemia vera,"A. Sickle cell disease

Rationale: Sickle cell disease is the condition that matches the description given. It is a genetic disorder that affects hemoglobin production, leading to the characteristic sickle-shaped red blood cells that can cause painful vaso-occlusive crises, anemia, jaundice, and damage to organs. The other options listed do not fully match the symptoms and causes described in the question.",A,0.88912535,0.8699541,0.87943524,0.41322313567652486,0.1935483824133196,0.41322313567652486,True
bc80ccef687f08a09335ab6e444479131bf2259921da8c998a5b5c15ffea2470,"One of your patients who is hypertensive and gets mild asthma attacks occasionally bought an herbal remedy online to help with his asthma. He is not on any asthma medications currently but is receiving a β1-selective blocker for his hypertension. The herbal remedy seems to relieve his asthma attacks, but his blood pressure seems to increase despite the β-blocker therapy. Which of the following drugs is most likely present in the herbal remedy he is taking?","Two drugs among the choices that could relieve asthma are ephedrine and salmeterol, as they activate β2 receptors in the bronchioles and cause bronchodilation. However, salmeterol is a selective β2 agonist and should not cause an increase in blood pressure. Ephedrine on the other hand stimulates the release of norepinephrine and acts as a direct agonist at α- and β-adrenergic receptors, thus causing an increase in blood pressure. Phenylephrine (a nonselective α agonist) does not cause bronchodilation. Norepinephrine is a nonselective adrenergic agonist that does not have any stimulatory effects on β2 receptors. Also, norepinephrine is not active when given orally",D,Phenylephrine,Norepinephrine,Dobutamine,Ephedrine,Salmeterol,"D. Ephedrine

Rationale: Ephedrine is known to cause both bronchodilation and an increase in blood pressure, which aligns with the patient's symptoms. The other options either do not increase blood pressure (A, E) or are not commonly found in herbal remedies for asthma (B, C, E).",D,0.8582445,0.83041584,0.84410083,0.28037382709406944,0.05882352498378063,0.26168223830902265,True
e015793191bff6841ea034d98beffd60115f9c6342b4bc27901dc822d6052e56," A 30-year-old African patient presents with a history of recurrent joint pain and swelling, involving multiple joints. Laboratory investigations reveal elevated levels of rheumatoid factor and anti-cyclic citrullinated peptide (anti-CCP) antibodies. Which of the following conditions is most likely responsible for this presentation?","Rheumatoid arthritis is a chronic autoimmune disease characterized by joint inflammation, leading to pain, swelling, and stiffness, often involving multiple joints.",D,Reactive arthritis,Psoriatic arthritis,Ankylosing spondylitis,Rheumatoid arthritis,Osteoarthritis,"D. Rheumatoid arthritis

Rationale: The patient's symptoms of recurrent joint pain and swelling involving multiple joints, along with the laboratory findings of elevated rheumatoid factor and anti-CCP antibodies, are characteristic of rheumatoid arthritis. While other conditions listed can also cause joint symptoms, the specific combination of symptoms and laboratory markers points most directly to rheumatoid arthritis.",D,0.853049,0.8997388,0.875772,0.2187499955908204,0.05405405010956932,0.1874999955908204,True
ad899e2bccbba485ab0d0505548654df5ba2f2b228c47e4b58bef5657667e8b1,"A 27 year old female patient presented with painful and difficulty swallowing, on indirect laryngoscopy, there is pooling of saliva in right pyriform sinus with swollen right arytenoid, the most likely diagnosis is:","Causes for pooling of saliva in the pyriform fossa:Pooling of saliva in the pyriform fossa is not only caused by growth affecting this area causing obstruction to saliva being swallowed, but also due to intense cricopharyngeal muscle spasm",E,Adenocarcinoma of pyriform sinus,Squamous cell carcinoma of pyriform sinus,Squamous cell carcinoma of posterior pharyngeal wall,Squamous cell carcinoma of larynx,Squamous cell carcinoma of Postcricoid.,"D. Squamous cell carcinoma of larynx

Rationale: The symptoms of painful and difficult swallowing (dysphagia), along with the findings of saliva pooling and swollen arytenoids in the pyriform sinus, are more indicative of a laryngeal pathology, such as squamous cell carcinoma of the larynx, rather than a primary tumor in the pyriform sinus or other locations listed.",D,0.84902346,0.8664892,0.8576674,0.15999999515022237,0.07058823054394496,0.13333332848355572,False
93b12588479146759444905e5382a77b04c020efeef8245ec8f37fb9f5734db8,Which of the following is a common complication of chronic hepatitis B infection in African populations?,"Chronic hepatitis B infection can lead to liver cirrhosis, a serious complication associated with significant morbidity and mortality.",A,Cirrhosis,Pancreatitis,Glomerulonephritis,Cystic fibrosis,Atherosclerosis,"A. Cirrhosis

Rationale: Chronic hepatitis B infection can lead to liver damage over time, and in African populations, it is known to have a higher risk of progressing to cirrhosis, which is the scarring of the liver tissue.",A,0.87550557,0.9026174,0.8888548,0.4399999953920001,0.2592592549451304,0.35999999539200006,True
0c8fa38fe456bb6c62dea4ce4e1133b0dbbef8088b40d84d02d91ca1850feb4f,Desquamative interstitial pneumonitis (DIP) can cause obstructive defects in spirometry.,"Desquamative interstitial pneumonitis is a type of interstitial lung disease characterized by inflammation and damage to the alveoli (air sacs) of the lungs. While DIP can lead to restrictive lung disease characterized by reduced lung volumes and impaired gas exchange, it typically does not cause obstructive defects on spirometry.",B,True,False,N/A,N/A,N/A,"B. False

Rationale: Desquamative interstitial pneumonitis (DIP) is a form of interstitial lung disease that primarily affects the alveoli and the interstitial spaces, not the airways. Obstructive defects in spirometry are typically associated with diseases that affect the airways, such as asthma or chronic obstructive pulmonary disease (COPD).",B,0.87954617,0.896604,0.88799316,0.39999999500312505,0.15217390804584138,0.34999999500312506,True
8fbf853a96676a24e7a3770b4d64ec4fba078e0adf5b48201a1559ff424699b7,Which of the following is a common complication of untreated hypertension in African populations?,"Intracerebral hemorrhage is a common and serious complication of untreated hypertension in African populations, leading to significant morbidity and mortality.",B,Ischemic stroke,Intracerebral hemorrhage,Aortic dissection,Peripheral arterial disease,Atrial fibrillation,"B. Intracerebral hemorrhage

Rationale: African populations have been found to have a higher prevalence of hypertensive heart disease and hypertensive encephalopathy, which can lead to intracerebral hemorrhage. While all options listed can be complications of untreated hypertension, intracerebral hemorrhage is particularly noted in African populations due to genetic factors and socioeconomic conditions that contribute to the prevalence and severity of hypertension.",B,0.8655911,0.8998853,0.88240504,0.34374999582519533,0.10389610017878238,0.24999999582519536,True
95c67b5cbfdd784b58f8dd4d2e2814553fbc4d540b7f2558f70986df12dc8385,Pyogenic bacterial infections and ischemic brain infarcts most characteristically produce which one of the listed types of necrosis?,"The cause of cell injury anddeath may sometimes be inferred from the type of necrosis present. Liquefactive necrosis is the type of necrosis produced by acute bacterial infections. With liquefactive necrosis the dead cells are completely dissolved byhydrolytic enzymes from acute inflammatory cells and all that remains is aliquid mass. Liquefactive necrosis can also be seen with fungal infections,and it is the type of necrosis that is produced by ischemic necrosis of thebrain. More commonly, however, ischemia produces coagulative necrosis,which is characterized by loss of the cell nucleus, acidophilic change of thecytoplasm, and preservation of the outline of the cell. Sudden, severeischemia produces coagulative necrosis in practically every tissue exceptthe brain. Myocardial infarction, which results from the sudden occlusionof the coronary artery, is a classic example of coagulative necrosis. Caseous necrosis is a combination of coagulative and liquefactive necrosis, but the necrotic cells are not totally dissolved and remain as amorphic,coarsely granular, eosinophilic debris. This type of necrosis grossly has theappearance of clumped cheese. It is classically seen in tuberculous infections.Gangrenous necrosis of extremities is also a combination of coagulative andliquefactive necrosis. In dry gangrene the coagulative pattern is predominate,while in wet gangrene the liquefactive pattern is predominate. Fat necrosis,seen with acute pancreatic necrosis, is fat cell death caused by lipases. Fibrinoid necrosis is an abnormality seen sometimes in injured blood vesselswhere plasma proteins abnormally accumulate within the vessel walls.",E,Caseous necrosis,Coagulative necrosis,Fat necrosis,Fibrinoid necrosis,Liquefactive necrosis,"E. Liquefactive necrosis

Rationale: Pyogenic bacterial infections often lead to the action of hydrolytic enzymes that digest the tissue, resulting in a liquid mass. Similarly, ischemic brain infarcts, due to the lack of oxygen and nutrients, lead to the death of brain tissue that is subsequently digested by enzymes, causing liquefactive necrosis.",E,0.86645794,0.80736494,0.83586836,0.21839080099550803,0.0319999968972803,0.1839080423748184,True
1585f933893252f8e849f525e48f9c381ede02578a1f4344e49dec6215255959,A 50-year-old African patient presents with a history of recurrent deep vein thrombosis (DVT) and pulmonary embolism (PE). Laboratory tests reveal elevated levels of Factor VIII activity and von Willebrand factor antigen. Which of the following conditions is most likely responsible for this presentation?,Factor V Leiden mutation is associated with increased risk of venous thromboembolism due to resistance to activated protein C.,D,Protein C deficiency,Antithrombin III deficiency,Protein S deficiency,Factor V Leiden mutation,Antiphospholipid syndrome,"E

Rationale: Antiphospholipid syndrome is characterized by recurrent venous thrombosis and pregnancy-related complications. It is associated with the presence of antiphospholipid antibodies, which can include antibodies against cardiolipin, beta-2 glycoprotein I, and phosphatidylserine. The elevated levels of Factor VIII activity and von Willebrand factor antigen are also consistent with this condition, as these are often seen in patients with antiphospholipid syndrome due to the increased risk of clotting.",E,0.82237816,0.87994206,0.8501869,0.2666666630186667,0.1176470554851212,0.2133333296853334,False
